0	3215	3307	21	0.003225806
0	3455	3450	21	0.02631579
1	3115	3121	21	0.005555556
1	3404	3195	21	0.0625
1	3245	3020	21	0.004366812
1	3391	3202	21	0.01315789
0	3319	3020	21	0.01069519
1	3022	3118	21	0.001096491
1	3412	3007	21	0.01234568
1	3088	3020	21	0.01086957
1	3429	3405	21	0.1
1	3242	3357	21	0.004444445
1	3207	3444	21	0.003067485
0	3010	3352	21	0.0002820875
0	3212	3031	21	0.001848429
1	3070	3038	21	0.003030303
0	3204	3007	21	0.002375297
1	3023	3239	21	0.004824562
1	3032	3021	21	0.01597444
1	3002	3228	21	0.00172669
1	3009	3131	21	0.0002911208
1	3099	3079	21	0.007194245
1	3011	3016	21	0.0002409058
0	3297	3094	21	0.006849315
1	3151	3053	21	0.4285714
1	3251	3400	21	0.005464481
1	3054	3002	21	0.005376344
0	3146	3335	21	0.005649718
1	3308	3102	21	0.01219512
1	3228	3455	21	0.002832861
1	3030	3534	21	0.000411692
1	3101	3007	21	0.02352941
1	3258	3007	21	0.01190476
1	3289	3368	21	0.0104712
1	3318	3005	21	0.01428571
0	3436	3324	21	0.08
1	3048	3063	21	0.003367003
1	3012	3372	21	0.0007532957
0	3007	3056	21	0.01806711
0	3030	3001	21	0.0008453085
1	3107	3097	21	0.02941176
0	3127	3003	21	0.03773585
0	3010	3297	21	0.0005641749
1	3410	3279	21	0.01086957
0	3109	3471	21	0.00877193
0	3237	3250	21	0.4570552
1	3371	3315	21	0.0775862
0	3219	3117	21	0.03088803
1	3348	3004	21	0.01986755
1	3019	3063	21	0.00182565
1	3011	3428	21	0.0002409058
1	3310	3013	21	0.01282051
1	3377	3486	21	0.008196721
0	3427	3182	21	0.015625
0	3218	3362	21	0.03563474
1	3024	3003	21	0.1038798
1	3018	3093	21	0.0006309148
1	3023	3271	21	0.00131579
1	3451	3386	21	0.05555556
1	3001	3287	21	0.0003172589
1	3037	3411	21	0.001450326
1	3373	3255	21	0.01818182
0	3407	3109	21	0.01709402
0	3255	3049	21	0.1040462
1	3027	3241	21	0.01568441
0	3140	3225	21	0.075
1	3002	3205	21	0.00024667
1	3391	3411	21	0.01315789
1	3096	3015	21	0.002816901
1	3126	3014	21	0.01851852
1	3166	3160	21	0.04347826
1	3336	3353	21	0.09375
0	3189	3333	21	0.2333333
0	3285	3025	21	0.003773585
1	3027	3264	21	0.0009505703
1	3337	3346	21	0.006711409
1	3026	3538	21	0.0004492363
1	3268	3148	21	0.004587156
1	3538	3508	21	0.5
1	3260	3127	21	0.003984064
0	3268	3004	21	0.007633588
1	3129	3258	21	0.1875
1	3002	3257	21	0.0004933399
0	3021	3222	21	0.0005159959
1	3037	3010	21	0.005076142
1	3014	3071	21	0.0002551671
1	3224	3009	21	0.00304878
